name_txt,name_href,description_txt,quote_txt,quote_href,meter,footer
"
Lee Fisher
",/personalities/lee-fisher/,"
stated on July 12, 2010 in a campaign statement:
","
Rob Portman’s ""plan to tax, slash and privatize"" Social Security ""would devastate Ohioans.""
",/factchecks/2010/jul/28/lee-fisher/fisher-campaign-claims-portmans-plan-tax-slash-and/,barely-true,"
By Stephen Koff • July 28, 2010
"
"
Erick Erickson
",/personalities/erick-erickson/,"
stated on July 26, 2010 in a blog post:
","
Republican candidate for governor Nathan Deal ""explicitly voted to fund abortions ...""
",/factchecks/2010/jul/28/erick-erickson/redstatecom-blogger-said-nathan-deal-voted-fund-ab/,false,"
By Willoughby Mariano • July 28, 2010
"
"
Jeff Greene
",/personalities/jeff-greene/,"
stated on July 23, 2010 in a campaign flier:
","
Kendrick Meek was ""#1 in Florida in taking tobacco cash and then opposed a tax on cigars that would have helped pay for children's health care.""
",/factchecks/2010/jul/27/jeff-greene/greene-attacks-meek-cigar-ties/,barely-true,"
By Amy Sherman • July 27, 2010
"
"
Lincoln Chafee
",/personalities/lincoln-chafee/,"
stated on July 27, 2010 in in a comment on the John DePetro Show:
","
""I remember one of [Curt Schilling's] teammates said he painted his sock, the bloody sock.""
",/factchecks/2010/jul/27/lincoln-chafee/chafee-says-schilling-faked-bloody-sock/,false,"
By Cynthia Needham • July 27, 2010
"
"
Marc Morial
",/personalities/marc-morial/,"
stated on July 25, 2010 in a roundtable discussion on NBC's ""Meet the Press"":
","
The Latino unemployment rate is higher than the white rate and the black rate is higher than the Latino rate.
",/factchecks/2010/jul/27/marc-morial/marc-morial-correct-unemployment-rates-whites-blac/,true,"
By Louis Jacobson • July 27, 2010
"
"
Stephen Hayes
",/personalities/stephen-hayes/,"
stated on July 25, 2010 in on ABC News' ""This Week."":
","
People in the top tax bracket, ""these so-called wealthy, most of them are small-business owners.""
",/factchecks/2010/jul/27/stephen-hayes/so-called-wealthy-are-actually-small-business-owne/,barely-true,"
By Angie Drobnic Holan • July 27, 2010
"
"
Jeanne Shaheen
",/personalities/jeanne-shaheen/,"
stated on July 20, 2010 in an MSNBC interview:
","
""For every dollar we put in unemployment, it pays back about $1.60.""
",/factchecks/2010/jul/27/jeanne-shaheen/lawmaker-claims-unemployment-benefits-boost-econom/,half-true,"
By Lukas Pleva • July 27, 2010
"
"
Timothy Geithner
",/personalities/timothy-geithner/,"
stated on July 25, 2010 in ABC's ""This Week"":
","
""We've seen six months of positive job growth by the private sector.""

",/factchecks/2010/jul/27/timothy-geithner/geithner-claims-us-had-six-months-positive-job-gro/,true,"
By Lukas Pleva • July 27, 2010
"
"
Ted Strickland
",/personalities/ted-strickland/,"
stated on July 6, 2010 in a campaign speech:
","
""Ohio’s electricity rates are 10 percent below the national average.""
",/factchecks/2010/jul/27/ted-strickland/ohio-gov-ted-strickland-says-states-electricity-ra/,mostly-true,"
By Reginald Fields • July 27, 2010
"
"
Austin Scott
",/personalities/austin-scott/,"
stated on July 21, 2010 in an e-mail to supporters:
","
Jim Marshall ""votes liberal in Washington ... and we aren't fooled.""
",/factchecks/2010/jul/27/austin-scott/congressman-votes-liberal-opponent-says/,barely-true,"
By Eric Stirgus • July 27, 2010
"
