name_txt,name_href,description_txt,quote_txt,quote_href,meter,footer
"
Maggie Hassan
",/personalities/maggie-hassan/,"
stated on January 3, 2013 in her inauguration speech becoming NH governor:
","
We have the fourth highest in-state tuition for public universities in the country.
",/factchecks/2013/jan/25/maggie-hassan/new-governor-claims-new-hampshire-college-costs-ar/,true,"
By Jake Berry • January 25, 2013
"
"
Lloyd Doggett
",/personalities/lloyd-doggett/,"
stated on January 7, 2013 in a Facebook post.:
","
""The last time Republicans held hostage a resolution to ensure that our country’s bills were paid cost us more than $1 billion in added interest and slowed the economic recovery.""
",/factchecks/2013/jan/25/lloyd-doggett/lloyd-doggett-says-republicans-cost-country-more-1/,half-true,"
By W. Gardner Selby • January 25, 2013
"
"
Coalition to Stop Gun Violence
",/personalities/coalition-stop-gun-violence/,"
stated on January 17, 2013 in in a video:
","
Says U.S. Rep. John Barrow, D-Ga., celebrates gun ownership even in the face of school shootings.
",/factchecks/2013/jan/25/coalition-stop-gun-violence/anti-gun-group-misfires-attack-barrow/,pants-fire,"
By Janel Davis • January 25, 2013
"
"
Ron DeSantis
",/personalities/ron-desantis/,"
stated on January 21, 2013 in an interview on Fox News:
","
The tax penalty that the government imposes if you don't buy health insurance ""is lower than it would have cost to buy insurance.""
",/factchecks/2013/jan/24/ron-desantis/desantis-says-obamacare-tax-cheaper-insurance/,true,"
By Molly Moorhead • January 24, 2013
"
"
Terry McAuliffe
",/personalities/terry-mcauliffe/,"
stated on December 5, 2012 in a news conference.:
","
Says Virginia economic development officials ""decided they didn’t want to bid on"" his company's electric automobile plant.
",/factchecks/2013/jan/24/terry-mcauliffe/terry-mcauliffe-says-virginia-officials-decided-no/,false,"
By Nancy Madsen • January 24, 2013
"
"
Chris Abele
",/personalities/chris-abele/,"
stated on January 18, 2013 in an interview:
","
The Milwaukee County Board’s staff grew from four workers to 38 over four decades and now costs taxpayers ""a lot more,"" while the total county workforce was more than cut in half in the same period.
",/factchecks/2013/jan/24/chris-abele/county-executive-chris-abele-says-milwaukee-county/,mostly-true,"
By Dave Umhoefer • January 24, 2013
"
"
Barbara Buono
",/personalities/barbara-buono/,"
stated on January 13, 2013 in an interview on bluejersey.com:
","
Says Chris Christie’s plan ""to kick-start our economy"" is to propose an ""income tax cut that disproportionately benefits the wealthy, and...he's still proposing it.""
",/factchecks/2013/jan/24/barbara-buono/barbara-buono-claims-chris-christie-still-proposin/,pants-fire,"
By Bill Wichert • January 24, 2013
"
"
Ted Strickland
",/personalities/ted-strickland/,"
stated on January 8, 2013 in a news release:
","
Says Ohio’s economic recovery ""started in February 2010.""
",/factchecks/2013/jan/24/ted-strickland/ted-strickland-says-ohios-economic-turnaround-bega/,mostly-true,"
By Henry J. Gomez • January 24, 2013
"
"
Jackie Speier
",/personalities/jackie-speier/,"
stated on January 15, 2013 in an MSNBC interview:
","
""Even members of the NRA, when they were polled recently, were under the impression that everyone has a criminal background check.""
",/factchecks/2013/jan/23/jackie-speier/rep-jackie-speier-says-poll-shows-nra-members-beli/,mostly-true,"
By Becky Bowers • January 23, 2013
"
"
Bernie Sanders
 ",/personalities/bernie-sanders/,"
stated on January 7, 2013 in an interview on MSNBC:
","
""Poverty levels (are) at an all-time high.""
",/factchecks/2013/jan/23/bernie-sanders/bernie-sanders-says-poverty-us-all-time-high/,barely-true,"
By Louis Jacobson • January 23, 2013
"
