name_txt,name_href,description_txt,quote_txt,quote_href,meter,footer
"
Sean Patrick Maloney
",/personalities/sean-patrick-maloney/,"
stated on July 28, 2016 in a speech at the Democratic National Convention:
","
Donald Trump is ""against marriage equality. He wants to go back.""
",/factchecks/2016/aug/15/sean-patrick-maloney/donald-trump-against-same-sex-marriage/,true,"
By Dan Clark • August 14, 2016
"
"
Paul Manafort
",/personalities/paul-manafort/,"
stated on August 14, 2016 in an interview on ""State of the Union"":
","
In Hillary Clinton's tax returns, ""you saw a lot of income coming from donors to the Clinton Foundation and people who benefitted from her State Department term as well.""
",/factchecks/2016/aug/14/paul-manafort/paul-manafort-says-clintons-tax-returns-show-incom/,half-true,"
By Linda Qiu • August 14, 2016
"
"
Sid Miller
",/personalities/sid-miller/,"
stated on July 9, 2016 in as quoted in a commentary by Ken Herman of the Austin American-Statesman:
","
Says that since lawmakers acted, ""we have 130 new businesses across Texas doing helicopter hog hunts.""
",/factchecks/2016/aug/12/sid-miller/sid-miller-incorrectly-says-law-he-authored-touche/,false,"
By W. Gardner Selby • August 12, 2016
"
"
Chris Collins
",/personalities/chris-collins/,"
stated on August 1, 2016 in an interview on MSNBC.:
","
Hillary Clinton ""has already said she's going to wipe out the Second Amendment. She doesn't believe in the First Amendment. And, she also believes in big government, which flies in the face of the 10th Amendment""
",/factchecks/2016/aug/12/chris-collins/clintons-views-do-not-go-against-constitution/,false,"
By Dan Clark • August 12, 2016
"
"
Hillary Clinton
",/personalities/hillary-clinton/,"
stated on August 11, 2016 in an economic speech in Warren, Mich.:
","
""I opposed the only multilateral trade deal that came before the Senate while I was there.""
",/factchecks/2016/aug/12/hillary-clinton/economic-speech-hillary-clinton-offers-cherry-pick/,half-true,"
By Louis Jacobson • August 12, 2016
"
"
Ohio Right to Life
",/personalities/ohio-right-life/,"
stated on August 2, 2016 in a press release:
","
""Ted Strickland stands in lockstep with Hillary Clinton and the abortion lobby in their desire to force Americans to pay for abortion on demand, up until the moment of birth, with their taxpayer dollars.""
",/factchecks/2016/aug/12/ohio-right-life/ohio-right-lifes-faulty-claims-ted-strickland-abor/,barely-true,"
By Nadia Pflaum • August 12, 2016
"
"
Viral image
",/personalities/viral-image/,"
stated on August 5, 2016 in various websites:
","
That 59 divisions in Philly had no votes for Romney in 2012 is ""(a) mathematical and statistical impossibility.""
",/factchecks/2016/aug/12/viral-image/internet-philly-rigged-2012-presidential-election-/,pants-fire,"
By Cassie Owens • August 12, 2016
"
"
Tom Harkin
",/personalities/tom-harkin/,"
stated on July 26, 2016 in in a speech at the Democratic National Convention:
","
Says ""employers are still allowed to pay people with disabilities below the minimum wage.""
",/factchecks/2016/aug/12/tom-harkin/can-employers-actually-pay-disabled-americans-belo/,mostly-true,"
By Taylor Leighton • August 12, 2016
"
"
Carlos Beruff
",/personalities/carlos-beruff/,"
stated on August 6, 2016 in a Facebook post:
","
""The director of the FBI said that we cannot properly vet people coming from the Middle East.""
",/factchecks/2016/aug/12/carlos-beruff/fbi-admitted-it-cannot-properly-vet-middle-eastern/,barely-true,"
By Joshua Gillin • August 12, 2016
"
"
Hillary Clinton
",/personalities/hillary-clinton/,"
stated on August 2, 2016 in a campaign ad:
","
Says Donald Trump ""has been talking about the option of using a nuclear weapon against our Western European allies.""
",/factchecks/2016/aug/12/hillary-clinton/has-donald-trump-talked-about-using-nukes-against-/,barely-true,"
By Allison Graves • August 12, 2016
"
"
Ron Johnson
",/personalities/ron-johnson/,"
stated on August 1, 2016 in an interview:
","
""The climate hasn't warmed in quite a few years. That is proven scientifically.""
 
",/factchecks/2016/aug/12/ron-johnson/no-climate-warming-quite-few-years-gop-sen-ron-joh/,false,"
By Tom Kertscher • August 12, 2016
"
"
Yes On 62 campaign to abolish California's death penalty
",/personalities/yes-62-death-penalty-repeal/,"
stated on August 1, 2016 in a twitter image:
","
""California is home to the largest death row population in the Western Hemisphere.""
",/factchecks/2016/aug/12/yes-62-death-penalty-repeal/does-california-have-largest-death-row-western-hem/,true,"
By Chris Nichols • August 12, 2016
"
"
National Rifle Association
",/personalities/national-rifle-association/,"
stated on August 10, 2016:
","
Says Hillary Clinton ""doesn’t believe in your right to keep a gun at home for self-defense.""
",/factchecks/2016/aug/11/national-rifle-association/nra-ad-falsely-says-clinton-doesnt-believe-your-ri/,false,"
By Will Doran • August 11, 2016
"
"
Josh Shapiro
",/personalities/josh-shapiro/,"
stated on August 11, 2016 in a platform on his campaign website:
","
Overdosing is now the number one accidental killer in our Commonwealth.
",/factchecks/2016/aug/11/josh-shapiro/surprising-stats-car-crashes-and-overdoses-pennsyl/,true,"
By Anna Orso • August 11, 2016
"
"
NowThis
",/personalities/nowthis/,"
stated on August 10, 2016 in a viral video:
","
Says President Bill Clinton did not sign NAFTA. 
",/factchecks/2016/aug/11/nowthis/nowthis-news-site-says-donald-trump-wrong-and-bill/,false,"
By C. Eugene Emery Jr. • August 11, 2016
"
"
Donald Trump
",/personalities/donald-trump/,"
stated on August 10, 2016 in a speech in Sunrise, Fla.:
","
Says Barack Obama ""founded ISIS. I would say the co-founder would be crooked Hillary Clinton.""
",/factchecks/2016/aug/11/donald-trump/donald-trump-pants-fire-claim-obama-founded-isis-c/,pants-fire,"
By Louis Jacobson • August 11, 2016
"
"
Florida First Project
",/personalities/florida-first-project/,"
stated on July 14, 2016 in a campaign ad:
","
Says Carlos Beruff ""supported (Charlie) Crist even after he switched parties.""
",/factchecks/2016/aug/11/florida-first-project/carlos-beruff-supported-charlie-crist-after-party-/,mostly-true,"
By Joshua Gillin • August 11, 2016
"
"
Donald Trump
",/personalities/donald-trump/,"
stated on August 8, 2016 in a speech:
","
Says Hillary Clinton's plan ""would tax many small businesses by almost 50 percent.""
",/factchecks/2016/aug/10/donald-trump/donald-trump-says-hillary-clinton-plan-would-tax-s/,barely-true,"
By C. Eugene Emery Jr. • August 10, 2016
"
"
Michael Madigan
",/personalities/michael-madigan/,"
stated on August 1, 2016 in Interview with WSIU and WBBM, published Aug. 1. :
","
""Bruce Rauner is of record that he will fully support the Trump candidacy. It's documented. It’s available."" 
",/factchecks/2016/aug/10/michael-madigan/Madigan-highlights-Rauners-support-Trump-camp/,mostly-true,"
By Marc Filippino • August 10, 2016
"
"
Bill Clinton
",/personalities/bill-clinton/,"
stated on July 26, 2016 in a post on Medium:
","
Says Hillary Clinton tripled the number of people with AIDS whose ""lives are being saved .. and it did not cost you any more money.""
",/factchecks/2016/aug/10/bill-clinton/bill-clinton-hillary-tripled-aids-treatment-withou/,mostly-true,"
By Jon Greenberg • August 10, 2016
"
"
Hillary Clinton
",/personalities/hillary-clinton/,"
stated on August 5, 2016 in remarks at journalists' convention:
","
Undocumented immigrants ""pay $12 billion a year into Social Security.""
",/factchecks/2016/aug/10/hillary-clinton/undocumented-immigrants-social-security-contributi/,half-true,"
By Miriam Valverde • August 10, 2016
"
"
National Republican Senatorial Committee
",/personalities/national-republican-senatorial-committee/,"
stated on August 2, 2016 in a television ad:
","
""In Catherine Cortez Masto's last term as attorney general, Nevada murder went up 11 percent, robbery went up 28 percent, rape 51 percent. When Cortez Masto left office, Nevada ranked as America's third most dangerous state.""
",/factchecks/2016/aug/10/national-republican-senatorial-committee/ad-blaming-cortez-masto-crime-upticks-ag-too-narro/,barely-true,"
By Riley Snyder • August 10, 2016
"
"
Allen Buckley
",/personalities/allen-buckley/,"
stated on July 13, 2016 in a campaign statement:
 ","
""U.S. Sen. Johnny Isakson has voted for $7 trillion of our national debt!""
",/factchecks/2016/aug/10/allen-buckley/libertarian-buckley-target-about-gops-isakson-and-/,mostly-true,"
By Jim Tharpe • August 10, 2016
"
"
David Canon
",/personalities/david-canon/,"
stated on July 9, 2016 in a New York Times article:
","
""(Paul Ryan) has actually proposed three — total, three — bills that have become law in his entire career dating back to 1999.""
",/factchecks/2016/aug/10/david-canon/professor-house-speaker-paul-ryan-has-only-propose/,mostly-true,"
By Cara Lombardo • August 10, 2016
"
"
Common Cause
",/personalities/common-cause/,"
stated on July 19, 2016 in an online video ad:
","
""Half of all NC legislative candidates are unopposed because of gerrymandering.""
",/factchecks/2016/aug/09/common-cause/common-cause-video-says-half-all-nc-legislative-ra/,mostly-true,"
By Will Doran • August 9, 2016
"
"
Debbie Wasserman Schultz
",/personalities/debbie-wasserman-schultz/,"
stated on August 8, 2016 in a town hall in Broward County :
","
Says Gov. Rick Scott ""cut nearly $1 million from mosquito control and closed down the state’s mosquito research lab a few years ago.""
",/factchecks/2016/aug/09/debbie-wasserman-schultz/debbie-wasserman-schultz-misleads-attack-rick-scot/,barely-true,"
By Amy Sherman • August 9, 2016
"
"
Mike Pence
",/personalities/mike-pence/,"
stated on August 2, 2016 in a Phoenix town hall:
","
Says that under the Obama administration, ""the debt has nearly doubled.""
",/factchecks/2016/aug/09/mike-pence/mike-pence-claims-national-debt-has-nearly-doubled/,mostly-true,"
By Anthony Cave • August 9, 2016
"
