name_txt,name_href,description_txt,quote_txt,quote_href,meter,footer
"
Chain message
",/personalities/chain-message/,"
stated on March 23, 2020 in a video:
","
""Slices of lemon in a cup of hot water can save your life. The hot lemon can kill the proliferation of"" the novel coronavirus.
",/factchecks/2020/mar/24/chain-message/facebook-messenger-video-falsely-claims-hot-lemon-/,false,"
By Daniel Funke • March 24, 2020
"
"
Instagram posts
",/personalities/instagram-posts/,"
stated on March 21, 2020 in an Instagram post:
","
Says Russia unleashed more than 500 lions on its streets to ensure that people are staying indoors during this pandemic outbreak.
",/factchecks/2020/mar/24/instagram-posts/no-russia-didnt-release-lions-enforce-covid-19-sta/,pants-fire,"
By Samantha Putterman • March 24, 2020
"
"
JB Pritzker
",/personalities/jb-pritzker/,"
stated on March 17, 2020 in remarks at a press conference:
","
Says it was “unquestionably” not within his “legal authority” to postpone Illinois’ primary election by changing the date or shifting to vote-by-mail.
",/factchecks/2020/mar/24/jb-pritzker/did-pritzker-lack-authority-postpone-illinois-prim/,mostly-true,"
By Kiannah Sepeda-Miller • March 24, 2020
"
"
Instagram posts
",/personalities/instagram-posts/,"
stated on March 23, 2020 in social media posts:
","
“Putin has stated: Russian citizens (have) 2 options: Stay home for 15 days or in jail for 5 years.”
",/factchecks/2020/mar/24/instagram-posts/putin-didnt-threaten-jail-time-coronavirus-lockdow/,false,"
By Louis Jacobson • March 24, 2020
"
"
Facebook posts
",/personalities/facebook-posts/,"
stated on March 17, 2020 in a Facebook post:
","
""U.S. deaths since 1/22 (2020): COVID-19: 27, flu, 4,700; abortion: 118,000.""
",/factchecks/2020/mar/24/facebook-posts/post-leans-flawed-numbers-compare-number-abortions/,barely-true,"
By Tom Kertscher • March 24, 2020
"
"
Facebook posts
",/personalities/facebook-posts/,"
stated on March 21, 2020 in a Facebook post:
","
Quotes Joe Biden as saying “people who have never died before are now dying from coronavirus.”
",/factchecks/2020/mar/24/facebook-posts/first-trump-now-biden-neither-said-people-who-have/,pants-fire,"
By Samantha Putterman • March 24, 2020
"
"
Chris Jacobs
",/personalities/chris-jacobs/,"
stated on March 4, 2020 in a television commercial:
","
""Nate McMurray wants to reward illegals with amnesty.""
",/factchecks/2020/mar/24/chris-jacobs/jacobs-ad-exaggerates-mcmurrays-views-immigration/,barely-true,"
By Jill Terreri Ramos • March 24, 2020
"
"
Chain message
",/personalities/chain-message/,"
stated on March 23, 2020 in a Snapchat screenshot:
","
Says ""special military helicopters will spray pesticide against the Corona virus in the skies all over the country.""
",/factchecks/2020/mar/24/chain-message/neighbors-app-spreads-false-rumors-about-mi/,false,"
By Daniel Funke • March 24, 2020
"
"
Virginia House Democratic Caucus
",/personalities/virginia-house-democratic-caucus/,"
stated on March 5, 2020 in Voting record:
","
On a referendum that could strip legislators of their redistricting power.
",/factchecks/2020/mar/24/virginia-house-democratic-caucus/top-virginia-house-democrats-flip-flopped-redistri/,full-flop,"
By Warren Fiske • March 24, 2020
"
"
YouTube videos
",/personalities/youtube-videos/,"
stated on March 13, 2020 in a YouTube video:
","
A video shows Joe Biden “looking at books about dementia.”
",/factchecks/2020/mar/23/youtube-videos/biden-wasnt-looking-books-about-dementia-video-cli/,pants-fire,"
By Samantha Putterman • March 23, 2020
"
"
Facebook posts
",/personalities/facebook-posts/,"
stated on March 15, 2020 in a Facebook post:
","
Says businesses will give you free baby formula during the coronavirus outbreak.
",/factchecks/2020/mar/23/facebook-posts/no-companies-arent-giving-out-free-baby-formula-du/,pants-fire,"
By Samantha Putterman • March 23, 2020
"
