name_txt,name_href,description_txt,quote_txt,quote_href,meter,footer
"
Tennessee Democratic Party
",/personalities/tennessee-democratic-party/,"
stated on June 12, 2012 in a press release.:
","
Says Mitt Romney has said ""we don't need 'more firemen, more policemen, more teachers.' ""
",/factchecks/2012/jun/18/tennessee-democratic-party/tennessee-democrats-accuse-romney-saying-more-cops/,mostly-true,"
By Zack McMillin • June 18, 2012
"
"
Reince Priebus
",/personalities/reince-priebus/,"
stated on June 5, 2012 in an interview:
","
Says President Barack Obama wants to raise ""the lowest (income) tax rate from 10 to 15 percent.""
",/factchecks/2012/jun/17/reince-priebus/gop-leader-reince-priebus-says-obama-wants-raise-l/,false,"
By Tom Kertscher • June 17, 2012
"
"
Robert Menendez
",/personalities/robert-menendez/,"
stated on June 8, 2012 in an interview on NJTV’s “On the Record”:
","
Says Joe Kyrillos ""voted to raid the state's pension funds by $2.8 billion that is costing New Jersey taxpayers still today to the tune of nearly $15 billion dollars to repay that money.""
",/factchecks/2012/jun/17/robert-menendez/robert-menendez-claims-joe-kyrillos-voted-raid-pen/,false,"
By Erin O'Neill • June 17, 2012
"
"
Marsha Blackburn
",/personalities/marsha-blackburn/,"
stated on June 7, 2012:
","
Says her congressional district has 10,000 medical-device industry jobs and 1,000 will be lost because of health-care law tax.
",/factchecks/2012/jun/17/marsha-blackburn/marsha-blackburn-says-health-care-law-will-lead-lo/,barely-true,"
By Bartholomew Sullivan • June 17, 2012
"
"
John G. Edwards
",/personalities/john-g-edwards/,"
stated on June 5, 2012 in a debate on the House floor:
","
Decriminalizing marijuana ""will save the state anywhere from $4 (million) to $11 million dollars.""
",/factchecks/2012/jun/17/john-g-edwards/rep-john-edwards-says-decriminalizing-marijuana-wo/,false,"
By Tom Mooney • June 17, 2012
"
"
William O'Brien
",/personalities/william-obrien/,"
stated on June 14, 2012 in a letter to The Telegraph:
","
""The latest evidence of Republican success is that since the beginning of the current legislative term, state unemployment has gone down almost 20% to 5% adjusted.""
",/factchecks/2012/jun/15/william-obrien/nh-speaker-house-bill-obrien-gives-gop-credit-stat/,barely-true,"
By Jake Berry • June 15, 2012
"
"
Ron Paul
",/personalities/ron-paul/,"
stated on June 6, 2012 in an online message to supporters.:
","
Says he has nearly 200 delegates bound to support his candidacy at the Republican National Convention.
",/factchecks/2012/jun/15/ron-paul/ron-paul-touts-nearly-200-delegates-bound-his-cand/,barely-true,"
By W. Gardner Selby • June 15, 2012
"
"
Portland Public Schools
",/personalities/portland-public-schools/,"
stated on June 11, 2012 in a guest column:
","
Say Portland Public Schools' central administration makes up less than 4 percent of the staff.
",/factchecks/2012/jun/15/portland-public-schools/portland-public-schools-administration-top-heavy/,mostly-true,"
By Ian K. Kullgren • June 15, 2012
"
"
Tim Kaine
",/personalities/tim-kaine/,"
stated on June 6, 2012 in a fundraising letter.:
","
Virginia women earn ""only 79 cents to each dollar earned by men...""
",/factchecks/2012/jun/15/tim-kaine/tim-kaine-says-virginia-women-earn-79-cents-every-/,mostly-true,"
By Nancy Madsen • June 15, 2012
"
"
Stephen Simpson
",/personalities/stephen-simpson/,"
stated on June 6, 2012 in an article:
","
U.S. Rep. Paul Broun has not authored any legislation that has been adopted by Congress.
",/factchecks/2012/jun/15/stephen-simpson/ga-congressmans-record-skimpy-opponent-says/,mostly-true,"
By Eric Stirgus • June 15, 2012
"
"
Josh Mandel
",/personalities/josh-mandel/,"
stated on May 23, 2012 in a campaign commercial:
","
Sherrod Brown ""gave huge bonuses to executives.""
",/factchecks/2012/jun/15/josh-mandel/josh-mandel-campaign-says-sherrod-brown-gave-huge-/,pants-fire,"
By Tom Feran • June 15, 2012
"
"
National Rifle Association
",/personalities/national-rifle-association/,"
stated on June 11, 2012 in a mailer:
","
Says Barack ""Obama admits he’s coming for our guns, telling Sarah Brady, ‘We are working on (gun control), but under the radar.’ ""
",/factchecks/2012/jun/14/national-rifle-association/barack-obama-coming-after-guns-under-radar-nra-say/,pants-fire,"
By Aaron Sharockman • June 14, 2012
"
"
National Rifle Association
",/personalities/national-rifle-association/,"
stated on June 12, 2012 in a mailer:
","
Says Barack Obama is ""trying to slash funding for the Armed Pilots Program designed to prevent terror attacks.""
",/factchecks/2012/jun/14/national-rifle-association/barack-obama-proposes-major-cuts-federal-armed-pil/,true,"
By Aaron Sharockman • June 14, 2012
"
"
Chris Garrett and Bill Kennemer
",/personalities/chris-garrett-bill-kennemer/,"
stated on June 13, 2012 in a commentary article.:
","
Say ""this biennium, liquor sales account for nearly $1 billion in the state budget.""
",/factchecks/2012/jun/14/chris-garrett-bill-kennemer/do-liquor-sales-account-1-billion-state-budget/,false,"
By Ian K. Kullgren • June 14, 2012
"
"
Barack Obama
",/personalities/barack-obama/,"
stated on June 4, 2012 in campaign ad “We’ve heard it all before,” airing in New Hampshire and around the U.S:
","
When Mitt Romney was governor, Massachusetts lost 40,000 manufacturing jobs, a rate twice the national average, and fell to 47th in job creation, fourth from the bottom.
 
",/factchecks/2012/jun/14/barack-obama/obama-attacks-romney-over-40000-lost-manufacturing/,half-true,"
By Maryalice Gill • June 14, 2012
"
"
60 Plus Association
",/personalities/60-plus-association/,"
stated on June 6, 2012 in a television ad:
","
U.S. Sen. Bill Nelson was ""the deciding vote for the health care law.""
",/factchecks/2012/jun/14/60-plus-association/florida-bill-nelson-deciding-vote-health-care/,barely-true,"
By Louis Jacobson • June 14, 2012
"
"
Joseph Kyrillos
",/personalities/joseph-kyrillos/,"
stated on June 6, 2012 in an interview on NJToday:
","
Says Robert Menendez is ""the king of raising money from Wall Street, over a million dollars, one of the leaders in the United States Senate. I haven’t raised any Wall Street money at all.""
",/factchecks/2012/jun/14/joseph-kyrillos/gop-us-senate-candidate-joe-kyrillos-slams-incumbe/,barely-true,"
By Bill Wichert • June 14, 2012
"
