name_txt,name_href,description_txt,quote_txt,quote_href,meter,footer
"
Barack Obama
",/personalities/barack-obama/,"
stated on September 30, 2008 in a TV ad.:
","
Says that under his tax plan, seniors making less than $50,000 per year won't pay any income taxes.
",/factchecks/2008/sep/30/barack-obama/seniors-get-a-special-break/,true,"
By Bill Adair • September 30, 2008
"
"
John McCain
",/personalities/john-mccain/,"
stated on September 30, 2008 in an advertisement:
","
""John McCain fought to rein in Fannie and Freddie...but Democrats blocked the reforms.""
",/factchecks/2008/sep/30/john-mccain/fannie-freddie-and-john-at-odds-in-2006/,half-true,"
By Alexander Lane • September 30, 2008
"
"
Barack Obama
",/personalities/barack-obama/,"
stated on September 26, 2008 in a debate in Oxford, Miss.:
","
""There are so many loopholes ... our businesses pay effectively one of the lowest tax rates in the world.""
",/factchecks/2008/sep/30/barack-obama/obama-oversimplifies-corporate-taxes/,half-true,"
By Robert Farley • September 30, 2008
"
"
Barack Obama
",/personalities/barack-obama/,"
stated on September 30, 2008 in a TV ad:
","
""My plan offers three times as much tax relief to the middle class as Senator McCain's.""
",/factchecks/2008/sep/30/barack-obama/are-you-middle-class/,half-true,"
By Robert Farley • September 30, 2008
"
"
Barack Obama
",/personalities/barack-obama/,"
stated on September 26, 2008 in Oxford, Miss.:
","
Barack Obama ""pays for every dime"" of his spending plans.
",/factchecks/2008/sep/29/barack-obama/deficit-grows-under-obamas-plans/,barely-true,"
By Angie Drobnic Holan • September 29, 2008
"
"
Barack Obama
",/personalities/barack-obama/,"
stated on September 26, 2008 in Oxford, Miss.:
","
John McCain ""has threatened extinction for North Korea and sung songs about bombing Iran.""
",/factchecks/2008/sep/29/barack-obama/one-obama-example-is-just-too-old/,half-true,"
By Angie Drobnic Holan • September 29, 2008
"
"
Barack Obama
",/personalities/barack-obama/,"
stated on September 26, 2008 in a debate in Oxford, Miss.:
","
McCain ""said the other day that he would not meet potentially with the prime minister of Spain, because he . . . wasn't sure whether they were aligned with us.""
",/factchecks/2008/sep/29/barack-obama/yes-wary-about-spain-and-maybe-confused-too/,mostly-true,"
By Bill Adair • September 29, 2008
"
"
Barack Obama
",/personalities/barack-obama/,"
stated on September 26, 2008 in the first presidential debate in Oxford, Miss.:
","

Henry Kissinger ""said that we should meet with Iran — guess what — without precondition.""
",/factchecks/2008/sep/27/barack-obama/kissinger-and-obama-arent-really-on-the-same-page/,half-true,"
By Shawn Zeller • September 27, 2008
"
"
John McCain
",/personalities/john-mccain/,"
stated on September 26, 2008 in a debate in Oxford, Miss.:
","
""The average South Korean is 3 inches taller than the average North Korean, a huge gulag.""
",/factchecks/2008/sep/27/john-mccain/yes-south-koreans-taller/,true,"
By Bill Adair • September 27, 2008
"
"
Barack Obama
",/personalities/barack-obama/,"
stated on September 26, 2008 in Oxford, Miss.:
","
Under Obama's tax plan, ""95 percent of you will get a tax cut.""
",/factchecks/2008/sep/27/barack-obama/many-will-get-tax-cuts-but-not-that-many/,half-true,"
By Angie Drobnic Holan • September 27, 2008
"
"
John McCain
",/personalities/john-mccain/,"
stated on September 26, 2008 in Oxford, Miss.:
","

Obama ""has voted in the United States Senate to increase taxes on people who make as low as $42,000 a year.""
",/factchecks/2008/sep/26/john-mccain/mccain-repeats-questionable-tax-claim/,barely-true,"
By Angie Drobnic Holan • September 26, 2008
"
"
John McCain
",/personalities/john-mccain/,"
stated on September 26, 2008 in in debate in Oxford, Miss.:
","
""You know, we spent $3-million to study the DNA of bears in Montana.""
",/factchecks/2008/sep/26/john-mccain/bear-study-funding-actually-undersold/,mostly-true,"
By Robert Farley • September 26, 2008
"
"
Barack Obama
",/personalities/barack-obama/,"
stated on September 26, 2008 in Oxford, Miss.:
","
John McCain wants to ""give oil companies another $4-billion"" in tax breaks.
",/factchecks/2008/sep/26/barack-obama/better-context-for-a-once-questionable-tax-claim/,true,"
By Robert Farley • September 26, 2008
"
"
John McCain
",/personalities/john-mccain/,"
stated on September 26, 2008 in Oxford, Miss.:
","
""Senator Obama has the most liberal voting record in the United States Senate.""
",/factchecks/2008/sep/26/john-mccain/several-ratings-rank-obama-lower/,barely-true,"
By Bill Adair • September 26, 2008
"
"
John McCain
",/personalities/john-mccain/,"
stated on September 26, 2008 in in debate in Oxford, Miss.:
","
""He has asked for $932-million of earmark pork-barrel spending, nearly a million dollars for every day that he’s been in the United States Senate.""
",/factchecks/2008/sep/26/john-mccain/mccain-right-on-amount-of-obamas-pork-requests/,mostly-true,"
By Robert Farley • September 26, 2008
"
"
John McCain
",/personalities/john-mccain/,"
stated on September 26, 2008 in Oxford, Miss.:
","
""President Eisenhower, on the night before the Normandy invasion...[wrote a] letter of resignation to the United States Army for the failure of the landings at Normandy.""
",/factchecks/2008/sep/26/john-mccain/mccain-flubs-military-history/,false,"
By Alexander Lane • September 26, 2008
"
"
John McCain
",/personalities/john-mccain/,"
stated on September 26, 2008 in the first presidential debate in Oxford, Miss.:
","
House Republicans ""weren't part of the negotiations"" on the Wall Street bailout plan.
",/factchecks/2008/sep/26/john-mccain/republicans-werent-shut-out/,barely-true,"
By Shawn Zeller • September 26, 2008
"
"
Barack Obama
",/personalities/barack-obama/,"
stated on September 24, 2008 in a speech in Dunedin, Fla.:
","
 ""I introduced a bill that would’ve helped stop the multimillion-dollar bonus packages that CEOs grab on their way out.. (McCain) opposed that idea.""
",/factchecks/2008/sep/25/barack-obama/mccain-never-talked-about-the-bill/,barely-true,"
By Adriel Bettelheim • September 25, 2008
 "
