name_txt,name_href,description_txt,quote_txt,quote_href,meter,footer
"
Greg Walden
",/personalities/greg-walden/,"
stated on April 18, 2013 in a radio interview:
","
Says ""we allow more people into America legally than all other countries on the planet combined.""
",/factchecks/2013/may/24/greg-walden/does-us-really-admit-more-legal-immigrants-rest-wo/,barely-true,"
By Ian K. Kullgren • May 24, 2013
"
"
Bill Ratliff
",/personalities/bill-ratliff/,"
stated on May 16, 2013 in an interview with Texas Monthly magazine.:
","
""We have one charter school that for seven years has been rated unacceptable.""
",/factchecks/2013/may/24/bill-ratliff/bill-ratliff-says-texas-has-one-charter-school-rat/,barely-true,"
By W. Gardner Selby • May 24, 2013
"
"
Nathan Deal
",/personalities/nathan-deal/,"
stated on April 30, 2013 in a speech:
","
The state of Georgia lost 16 percent of its employees last year, and that percentage has risen over the past three years.
",/factchecks/2013/may/24/nathan-deal/portrait-state-government-workers-has-gaps/,half-true,"
By Janel Davis • May 24, 2013
"
"
Bill Hammond
",/personalities/bill-hammond/,"
stated on May 6, 2013 in an Austin American-Statesman news story:
","
Says only 25 percent of Texas high school students graduate prepared for college or careers.
",/factchecks/2013/may/24/bill-hammond/bill-hammond-says-only-25-percent-texas-high-schoo/,barely-true,"
By Sue Owen • May 24, 2013
"
"
Carolyn Tomei
",/personalities/carolyn-tomei/,"
stated on May 15, 2013 in a House floor speech:
","
Says, ""In Oregon in 2010, 49 percent of all pregnancies were unintended.""
",/factchecks/2013/may/24/carolyn-tomei/were-half-all-pregnancies-oregon-unintended/,mostly-true,"
By Janie Har • May 24, 2013
"
"
Marylanders to Prevent Gun Violence Education Fund
",/personalities/marylanders-prevent-gun-violence-education-fund/,"
stated on May 19, 2013 in a television ad:
","
A law that mandates fingerprinting for gun purchasers is ""a requirement that's reduced gun crimes in the five states where it's the law.""
",/factchecks/2013/may/23/marylanders-prevent-gun-violence-education-fund/ad-maryland-group-says-fingerprinting-gun-purchase/,barely-true,"
By Louis Jacobson • May 23, 2013
"
"
AFL-CIO of New Jersey
",/personalities/new-jersey-state-afl-cio/,"
stated on April 30, 2013 in a Facebook page post:
","
""New Jersey's governor cut $1.6 billion from public education while handing out $2.1 billion in corporate tax breaks, more than the entire previous decade.""
",/factchecks/2013/may/23/new-jersey-state-afl-cio/afl-cio-claims-chris-christie-cut-ed-funding-16b-w/,mostly-true,"
By Caryn Shinske • May 23, 2013
"
"
Lynne Derbyshire
",/personalities/lynn-derbyshire/,"
stated on May 16, 2013 in The Providence Journal:
","
""If you are black or brown, you are nine times more likely to be stopped and frisked"" in New York City.
",/factchecks/2013/may/23/lynn-derbyshire/university-rhode-island-professor-says-black-or-br/,mostly-true,"
By C. Eugene Emery Jr. • May 23, 2013
"
"
Xavier Becerra
",/personalities/xavier-becerra/,"
stated on May 19, 2013 in a comment on 'Meet the Press':
","
""We have a tax code that allows groups to use their political operations within the tax code, under the guise of a charity, to use undisclosed millions of dollars to do political campaigns.""
",/factchecks/2013/may/22/xavier-becerra/tax-code-allows-groups-spend-undisclosed-donations/,mostly-true,"
By Jon Greenberg • May 22, 2013
"
"
Ron Maag
",/personalities/ron-maag/,"
stated on April 12, 2013 in a statement during a state House Finance and Appropriations Committee hearing:
","
 ""Forty-six cents of every dollar"" Ohio could get for Medicaid expansion ""is going to come from China or some other country that doesn’t like us very much.""
",/factchecks/2013/may/22/ron-maag/rep-ron-maag-says-46-percent-medicaid-expansion-mo/,false,"
By Stephen Koff • May 22, 2013
"
"
Randy Forbes
",/personalities/randy-forbes/,"
stated on May 17, 2013 in an interview with Fox News:
","
""The IRS doesn't have to prove something against you ... you've got the burden of proof.""
",/factchecks/2013/may/22/randy-forbes/randy-forbes-says-taxpayer-has-burden-proof-when-f/,mostly-true,"
By Louis Jacobson • May 22, 2013
"
"
Rick Scott
",/personalities/rick-scott/,"
stated on May 20, 2013 in a press release:
","
""This budget also reflects the smallest state government workforce per 1,000 residents in Florida in this century.""
",/factchecks/2013/may/22/rick-scott/rick-scott-says-budget-sets-record-low-state-worke/,mostly-true,"
By Amy Sherman • May 22, 2013
"
"
Rand Paul
",/personalities/rand-paul/,"
stated on May 19, 2013 in an appearance on CNN’s ‘State of the Union’:
","
Says Hillary Clinton ""was asked repeatedly to provide security in Benghazi on several occasions, including direct cables.""
",/factchecks/2013/may/22/rand-paul/rand-paul-says-hillary-clinton-was-asked-repeatedl/,barely-true,"
By Becky Bowers • May 22, 2013
"
"
Rick Perry
",/personalities/rick-perry/,"
stated on May 6, 2013 in video remarks to the Family Research Council:
","
Says Sam Houston opposed slavery and as governor said Texas should not leave the union over slavery.
",/factchecks/2013/may/22/rick-perry/rick-perry-says-sam-houston-opposed-slavery-and-sa/,half-true,"
By Sue Owen • May 22, 2013
"
"
Leah Vukmir
",/personalities/leah-vukmir/,"
stated on May 15, 2013 in a news release:
","

A referendum ""gives the people the chance to decide"" on cutting the Milwaukee County Board budget by two-thirds
",/factchecks/2013/may/22/leah-vukmir/state-senator-says-referendum-county-board-broad/,false,"
By Dave Umhoefer • May 22, 2013
"
"
Tim Echols
",/personalities/tim-echols/,"
stated on May 13, 2013 in a twitter post:
","
There are about 120,000 solar energy jobs in the United States, but only 1,700 of them are in Georgia.
",/factchecks/2013/may/22/tim-echols/commissioner-makes-case-twitter-more-solar-project/,half-true,"
By Eric Stirgus • May 22, 2013
"
"
Robert Deuell
",/personalities/robert-deuell/,"
stated on May 13, 2013 in remarks on the floor of the Texas Senate.:
","
Says it's ""estimated that 300 babies a year are sent home from the hospital with an unrecognized congenital heart defect; it is the most common birth defect in America.""
                  
",/factchecks/2013/may/21/robert-deuell/bob-deuell-says-about-300-infants-leave-hospital-e/,mostly-true,"
By W. Gardner Selby • May 21, 2013
"
"
Leticia Van de Putte
",/personalities/leticia-van-de-putte/,"
stated on May 17, 2013 in an opinion column.:
","
Says Texas high school graduates must pass Algebra II to be eligible for automatic admission to state's public universities.
",/factchecks/2013/may/21/leticia-van-de-putte/leticia-van-de-putte-says-algebra-ii-required-texa/,barely-true,"
By W. Gardner Selby • May 21, 2013
"
"
Michele Bachmann
",/personalities/michele-bachmann/,"
stated on May 15, 2013 in an interview on Fox News' ""On the Record"" with Greta Van Susteren:
","
The IRS is going to be ""in charge"" of ""a huge national database"" on health care that will include Americans’ ""personal, intimate, most close-to-the-vest-secrets.""
",/factchecks/2013/may/20/michele-bachmann/michele-bachmann-decries-huge-national-database-ru/,pants-fire,"
By Louis Jacobson • May 20, 2013
"
"
Rick Scott
",/personalities/rick-scott/,"
stated on May 20, 2013 in 2013-14 veto message:
","
""We are already almost halfway to our 2010 goal of creating 700,000 new jobs in seven years.""
",/factchecks/2013/may/20/rick-scott/gov-rick-scott-sticking-altered-700000-jobs-promis/,barely-true,"
By Katie Sanders • May 20, 2013
"
"
Michele Bachmann
",/personalities/michele-bachmann/,"
stated on May 15, 2013 in an interview on Fox News' ""On the Record"" with Greta Van Susteren:
","
The IRS is ""going to be in charge of our health care.""
",/factchecks/2013/may/20/michele-bachmann/michele-bachmann-says-irs-going-be-charge-our-heal/,false,"
By Louis Jacobson • May 20, 2013
"
"
Michele Bachmann
",/personalities/michele-bachmann/,"
stated on May 15, 2013 in an interview on Fox News' ""On the Record"" with Greta Van Susteren:
","
""The IRS will have the ability potentially"" to deny or delay health care.
",/factchecks/2013/may/20/michele-bachmann/michele-bachmann-says-irs-will-have-ability-delay-/,barely-true,"
By Louis Jacobson • May 20, 2013
"
"
John Eaves
",/personalities/john-eaves/,"
stated on May 3, 2013 in an interview:
","
Says Fulton County government hasn’t raised its millage rate since 1991.
",/factchecks/2013/may/20/john-eaves/fulton-leader-uses-tax-rate-make-case-state-battle/,mostly-true,"
By Eric Stirgus • May 20, 2013
"
"
Tom Barrett
",/personalities/tom-barrett/,"
stated on May 10, 2013 in an interview:
","
A state report’s ""projection is that approximately half of public employees"" would live outside municipal boundaries in a decade if the state bans local residency requirements.
",/factchecks/2013/may/19/tom-barrett/milwaukee-mayor-tom-barrett-says-state-report-proj/,barely-true,"
By Dave Umhoefer • May 19, 2013
"
"
Chris Christie
",/personalities/chris-christie/,"
stated on May 13, 2013 in a gubernatorial campaign television ad:
","
""Buono voted 154 times to raise our taxes -- like the sales tax, the income tax, health care taxes, even small business taxes.""
",/factchecks/2013/may/19/chris-christie/barbara-buono-voted-increases-taxes-fees-154-times/,true,"
By Caryn Shinske • May 19, 2013
"
"
David Cicilline
",/personalities/david-cicilline/,"
stated on May 12, 2013 in an interview on WPRI's Newsmakers program:
","
Historically, the Social Security tax has been assessed on about 90% of U.S. income. Now it captures 83% because there's been such a growth of income among the highest earners.
",/factchecks/2013/may/19/david-cicilline/us-rep-david-cicilline-says-only-83-percent-income/,barely-true,"
By C. Eugene Emery Jr. • May 19, 2013
"
"
Family Forward Oregon
",/personalities/family-forward-oregon/,"
stated on May 8, 2013 in a flier:
","
Says paid family leave is ""a program that is standard in all but five nations around the world.""
",/factchecks/2013/may/18/family-forward-oregon/paid-maternity-leave-really-standard-around-world/,mostly-true,"
By Janie Har • May 18, 2013
"
"
Terry McAuliffe
",/personalities/terry-mcauliffe/,"
stated on April 27, 2013 in a speech.:
","
 ""Of our 98,000 teachers who are K-12, over 53,000 of those teachers today are over 50 years old.""
",/factchecks/2013/may/17/terry-mcauliffe/mcauliffe-says-more-half-virginias-teachers-are-50/,false,"
By Nancy Madsen • May 17, 2013
"
"
Tavern League of Wisconsin
",/personalities/tavern-league-wisconsin/,"
stated on May 14, 2013 in an interview:
","
A 0.05 standard for drunken driving means having a glass of wine at dinner could make a person drunk.
",/factchecks/2013/may/17/tavern-league-wisconsin/005-glass-wine-could-make-person-legally-drunk-wis/,mostly-true,"
By Tom Kertscher • May 17, 2013
"
"
Barack Obama
",/personalities/barack-obama/,"
stated on May 9, 2013 in a speech in Manor, Texas.:
","
Says that according to a report, ""the tech sector now drives more than one-quarter of Austin’s economy.""
",/factchecks/2013/may/17/barack-obama/barack-obama-says-austins-tech-sector-drives-more-/,half-true,"
By W. Gardner Selby • May 17, 2013
"
