name_txt,name_href,description_txt,quote_txt,quote_href,meter,footer
"
Dave McCormick
",/personalities/dave-mccormick/,"
stated on April 4, 2022 in an ad:
","
Mehmet Oz ""called for a New Zealand-style gun ban"" and said ""Americans should have less access to guns.""
",/factchecks/2022/apr/15/dave-mccormick/n-pa-senate-run-dr-oz-casts-self-pro-second-amendm/,mostly-true,"
By Tom Kertscher • April 15, 2022
"
"
Facebook posts
",/personalities/facebook-posts/,"
stated on April 13, 2022 in a Facebook post:
","
McDonald’s added xylitol to its ice cream which is toxic to dogs.
",/factchecks/2022/apr/14/facebook-posts/mcdonalds-didnt-add-xylitol-sugar-alcohol-toxic-do/,false,"
By Samantha Putterman • April 14, 2022
"
"
Facebook posts
",/personalities/facebook-posts/,"
stated on April 12, 2022 in a Facebook post:
","
The Brooklyn subway attack was a false flag.
",/factchecks/2022/apr/14/facebook-posts/no-brooklyn-subway-shooting-was-not-false-flag-att/,pants-fire,"
By Samantha Putterman • April 14, 2022
"
"
Facebook posts
",/personalities/facebook-posts/,"
stated on April 11, 2022 in a Facebook post:
","
“Just passed into law today: You cannot go 5 miles over speed limit” in North Carolina.
",/factchecks/2022/apr/14/facebook-posts/pump-brakes-no-law-stipulating-drivers-cant-go-5-m/,false,"
By Gabrielle Settles • April 14, 2022
"
"
Get Georgia Right
",/personalities/get-georgia-right/,"
stated on April 8, 2022 in an ad:
","
Brian Kemp ""dismissed concerns about voter fraud in the 2020 election"" and ""widespread illegal ballot harvesting continued, electing two Democrat senators.""
",/factchecks/2022/apr/14/get-georgia-right/fact-checking-ad-against-georgias-brian-kemp-and-f/,false,"
By Tom Kertscher • April 14, 2022
"
"
Facebook posts
",/personalities/facebook-posts/,"
stated on April 11, 2022 in a Facebook post:
","
""Joe Biden is giving smartphones away to illegal border crossers.”
",/factchecks/2022/apr/14/facebook-posts/claim-about-smartphones-given-immigrants-misses-ke/,half-true,"
By Andy Nguyen • April 14, 2022
"
"
Facebook posts
",/personalities/facebook-posts/,"
stated on April 12, 2022 in a Facebook post:
","
“A bird pooped on Joe Biden during his speech” in Iowa.
",/factchecks/2022/apr/13/facebook-posts/wasnt-bird-poop-bidens-jacket-it-was-distiller-gra/,false,"
By Jeff Cercone • April 13, 2022
"
"
TikTok posts
",/personalities/tiktok-posts/,"
stated on April 6, 2022 in a video:
","
Video of a Q&A response from Amazon’s Alexa confirms that chemtrails are being used “to reduce the human population.”
",/factchecks/2022/apr/13/tiktok-posts/chemtrails-are-not-real-no-matter-what-alexa-says/,false,"
By Monique Curet • April 13, 2022
"
"
One America News
",/personalities/one-america-news/,"
stated on April 6, 2022 in a post:
","
Suggests ivermectin is an effective treatment for COVID-19
",/factchecks/2022/apr/13/one-america-news/scientific-evidence-does-not-support-ivermectin-tr/,false,"
By Monique Curet • April 13, 2022
"
"
Tweets
",/personalities/tweets/,"
stated on April 7, 2022 in a tweet:
","
Sen. Marsha Blackburn made a white power symbol at Ketanji Brown Jackson.
",/factchecks/2022/apr/13/tweets/no-sen-marsha-blackburn-didnt-make-white-power-sym/,false,"
By Ciara O'Rourke • April 13, 2022
"
