name_txt,name_href,description_txt,quote_txt,quote_href,meter,footer
"
Barack Obama
",/personalities/barack-obama/,"
stated on February 15, 2012 in a speech at Milwaukee's Master Lock plant:
","
""For the first time since 1990, American manufacturers are creating new jobs.""
",/factchecks/2012/feb/22/barack-obama/president-barack-obama-says-american-manufacturers/,false,"
By Dave Umhoefer • February 22, 2012
"
"
Jan Jones
",/personalities/jan-jones/,"
stated on February 6, 2012 in an essay:
","
""[W]hen adjusted for cost of living, Georgia ranks first nationally in teacher salary and benefits.""
",/factchecks/2012/feb/22/jan-jones/ga-head-class-teacher-compensation/,half-true,"
By Eric Stirgus • February 22, 2012
"
"
Richard Morrison
",/personalities/richard-morrison/,"
stated on February 15, 2012 in a legislative hearing:
","
After Arizona banned smoking in ""all public places"" in 2007, ""admissions for acute myocardial infarction … stroke, asthma, [and] angina decreased following the implementation of the ban.""
",/factchecks/2012/feb/22/richard-morrison/rhode-island-state-rep-richard-p-morrison-says-ari/,half-true,"
By Alex Kuffner • February 22, 2012
"
"
Chris Redfern
",/personalities/chris-redfern/,"
stated on February 15, 2012 in a news release:
","
Says Mitt Romney supports a plan ""to slowly and gradually raise the retirement age of Social Security.""
",/factchecks/2012/feb/22/chris-redfern/ohio-dem-chair-chris-redfern-says-mitt-romney-plan/,mostly-true,"
By Stephen Koff • February 22, 2012
"
"
Texas Democratic Party
",/personalities/texas-democratic-party/,"
stated on February 3, 2012 in a press release:
","
Says Republican U.S. Senate candidate Ted Cruz ""opposes the DREAM Act, which is supported by 85% of Latinos.""
",/factchecks/2012/feb/21/texas-democratic-party/texas-democratic-party-says-ted-cruz-opposes-dream/,true,"
By Meghan Ashford-Grooms • February 21, 2012
"
"
Mike Martinez
",/personalities/mike-martinez/,"
stated on February 10, 2012 in his campaign website.:
","
Says he banned texting while driving in Austin.
",/factchecks/2012/feb/21/mike-martinez/mike-martinez-says-he-banned-texting-while-driving/,half-true,"
By W. Gardner Selby • February 21, 2012
"
"
Winning Our Future
",/personalities/winning-our-future/,"
stated on January 27, 2012 in an ad:
","
Mitt Romney ""supervised a company guilty of massive Medicare fraud.""
",/factchecks/2012/feb/21/winning-our-future/was-super-pac-right-romney-claim/,half-true,"
By Eric Stirgus • February 21, 2012
"
"
George Allen
",/personalities/george-allen/,"
stated on February 6, 2012 in an interview.:
","
The cost of a gas tank fill-up has risen $30 since Barack Obama became president.
 
",/factchecks/2012/feb/20/george-allen/president-doesnt-control-gas-prices/,mostly-true,"
By Sean Gorman • February 20, 2012
"
"
Mark Neumann
",/personalities/mark-neumann/,"
stated on January 26, 2012 in a news release:
","
Says the federal government could save $175,587 by eliminating a study of the ""connection between cocaine and risky sex habits of the Japanese quail.""
",/factchecks/2012/feb/20/mark-neumann/uncle-sam-spends-six-figures-study-coked-birds-cop/,mostly-true,"
By Tom Kertscher • February 20, 2012
"
"
Stephen Sweeney
",/personalities/stephen-sweeney/,"
stated on February 10, 2012 in an interview on WNYC’s “The Brian Lehrer Show”:
","
Says ""67 percent of marriages now wind up in divorce.""
",/factchecks/2012/feb/20/stephen-sweeney/steve-sweeney-claims-more-two-thirds-marriages-end/,false,"
By Erin O'Neill • February 20, 2012
"
"
Newt Gingrich
",/personalities/newt-gingrich/,"
stated on February 10, 2012 in a radio interview:
","
Says he was ""exonerated in every single case"" in 1990s ethics violations charges.
",/factchecks/2012/feb/20/newt-gingrich/gingrich-says-he-was-exonerated-ethics-probe/,pants-fire,"
By Willoughby Mariano • February 20, 2012
"
"
Myra Crownover
",/personalities/myra-crownover/,"
stated on January 30, 2012 in her campaign website.:
","
Says Texas legislators in 2011 increased state spending on education.
",/factchecks/2012/feb/20/myra-crownover/myra-crownover-says-2011-legislature-increased-sta/,pants-fire,"
By W. Gardner Selby • February 20, 2012
"
"
Kathleen Clyde
",/personalities/kathleen-clyde/,"
stated on February 8, 2012 in an email:
","
""'Wrong precinct' rules exacerbate our provisional ballot problems (and) HB 194 does nothing to solve the wrong-precinct problem.""
",/factchecks/2012/feb/20/kathleen-clyde/state-rep-kathleen-clyde-says-new-election-law-doe/,true,"
By Tom Feran • February 20, 2012
"
"
John G. Edwards
",/personalities/john-g-edwards/,"
stated on February 7, 2012 in a radio interview:
","
""They're saying that 40 percent of the traffic that goes over [the Sakonnet River Bridge is from] out of state.""
",/factchecks/2012/feb/20/john-g-edwards/state-rep-john-edwards-quoting-rhode-island-dot-sa/,mostly-true,"
By C. Eugene Emery Jr. • February 20, 2012
"
"
Kathleen Falk
",/personalities/kathleen-falk/,"
stated on February 8, 2012 in a speech announcing her candidacy:
","
Says Scott Walker enacted ""the biggest cuts to education in our state’s history.""
",/factchecks/2012/feb/19/kathleen-falk/recall-candidate-kathleen-falk-says-governor-scott/,true,"
By Dave Umhoefer • February 19, 2012
"
"
Chris Thomas
",/personalities/chris-thomas/,"
stated on February 6, 2012 in a Shelby County Commission meeting.:
","
""Shelby County donated – I’m sorry, gave – 44 schools to the city of Memphis.""
",/factchecks/2012/feb/19/chris-thomas/suburban-advocates-say-shelby-county-gave-memphis-/,half-true,"
By Zack McMillin • February 19, 2012
"
"
Steve Rothman
",/personalities/steve-rothman/,"
stated on February 8, 2012 in a speech on the House floor:
","
""The Republicans just voted last year to end Medicare.""
",/factchecks/2012/feb/19/steve-rothman/congressman-steve-rothman-claims-republicans-just-/,false,"
By Bill Wichert • February 19, 2012
"
"
Nicholas Kettle
",/personalities/nicholas-kettle/,"
stated on January 27, 2012 in a radio talk show:
","
""If you look at states that are right to work, they constantly do not have budget deficits and they have very good business climates.""
",/factchecks/2012/feb/19/nicholas-kettle/rhode-island-state-sen-nicholas-kettle-says-states/,barely-true,"
By Alex Kuffner • February 19, 2012
"
