name_txt,name_href,description_txt,quote_txt,quote_href,meter,footer
"
Viral image
",/personalities/viral-image/,"
stated on April 16, 2013 in a Facebook post:
","
Says a Wisconsin welcome sign includes a message warning ""criminals and terrorists"" that over ""170,000 Wisconsin residents have a legal permit to carry a handgun.""
",/factchecks/2019/may/30/viral-image/viral-wisconsin-welcome-sign-image-warning-visitor/,pants-fire,"
By Samantha Putterman • May 30, 2019
"
"
Mike Murphy
",/personalities/mike-murphy-illinois/,"
stated on May 22, 2019 in remarks during a press conference:
","
Says when New York ""implemented a program"" to tax the wealthy at higher rates it saw a revenue shortfall ""because of the outward migration of their top earners.""
",/factchecks/2019/may/30/mike-murphy-illinois/no-graduated-tax-rates-did-not-drive-wealthy-new-y/,false,"
By Kiannah Sepeda-Miller • May 30, 2019
"
"
Tim Kaine
",/personalities/tim-kaine/,"
stated on May 20, 2019 in a floor speech.:
","
The ceilings of the Virginia Senate and House chambers are ""circled by gold-embossed tobacco leaves.""
",/factchecks/2019/may/30/tim-kaine/sorry-tim-kaine-theres-no-tobacco-frescoed-state-c/,false,"
By Warren Fiske • May 30, 2019
"
"
Viral image
",/personalities/viral-image/,"
stated on May 20, 2019 in a Facebook post:
","
Says Nancy Pelosi said, ""Just because someone is here illegally doesn’t mean they broke any of our laws.""
",/factchecks/2019/may/29/viral-image/no-source-supposed-pelosi-statement-about-undocume/,false,"
By Ciara O'Rourke • May 29, 2019
"
"
Justin Amash
",/personalities/justin-amash/,"
stated on May 20, 2019 in a tweet:
","
""In fact, ‘high Crimes and Misdemeanors’ is not defined in the Constitution and does not require corresponding statutory charges. The context implies conduct that violates the public trust—and that view is echoed by the Framers of the Constitution and early American scholars.""

",/factchecks/2019/may/29/justin-amash/what-counts-high-crime-or-misdemeanor-impeachment-/,true,"
By Louis Jacobson • May 29, 2019
"
"
Heidi Scheuermann
",/personalities/heidi-scheuermann/,"
stated on May 16, 2019 in floor debate:
","
They understand the importance (of medical monitoring). It’s clear, though, that they want to do it in a way that is consistent with other states and S.37 just isn’t.
",/factchecks/2019/may/24/heidi-scheuermann/would-vermonts-toxic-exposure-testing-bill-make-it/,half-true,"
By Elizabeth Gribkoff • May 24, 2019
"
"
Facebook posts
",/personalities/facebook-posts/,"
stated on May 22, 2019 in a Facebook post:
","
Quotes Mark Twain as saying of journalists that it is ""far better"" to ""fear the media for they will steal your honor"" and describes them as ""a horde of ignorant, self-complacent simpletons…""
",/factchecks/2019/may/24/facebook-posts/no-mark-twain-never-said-fear-media-he-wasnt-fan-p/,half-true,"
By Samantha Putterman • May 24, 2019
"
"
Donna Campbell
",/personalities/donna-campbell/,"
stated on May 15, 2019 in in a tweet:
","
 ""Local Government debt in Texas has increased nearly 40% in the past 5 years.""
",/factchecks/2019/may/24/donna-campbell/how-much-has-local-government-debt-increased-texas/,half-true,"
By Madlin Mekelburg • May 24, 2019
"
"
Politics WatchDog
",/personalities/politics-watchdog/,"
stated on May 22, 2019 in a Facebook post:
","
Video shows Nancy Pelosi slurring her speech at a public event.
",/factchecks/2019/may/24/politics-watchdog/viral-video-nancy-pelosi-speech-was-manipulated/,pants-fire,"
By Miriam Valverde • May 24, 2019
"
"
Donald Trump
",/personalities/donald-trump/,"
stated on May 16, 2019 in an immigration speech:
","
""Only 12% of legal immigrants are selected based on skill or based on merit. In countries like Canada, Australia and New Zealand, and others, that number is closer to 60, and even 70 and 75% in some cases.""
",/factchecks/2019/may/24/donald-trump/donald-trumps-international-comparison-merit-based/,mostly-true,"
By Miriam Valverde • May 24, 2019
"
"
Viral image
",/personalities/viral-image/,"
 stated on May 22, 2019 in a Facebook post:
","
Says a photo depicts a teacher and student with guns guarding a Delaware high school in 1973 after a shooting threat.
",/factchecks/2019/may/23/viral-image/viral-photo-two-armed-men-guarding-high-school-was/,barely-true,"
By Samantha Putterman • May 23, 2019
"
"
Facebook posts
",/personalities/facebook-posts/,"
stated on April 23, 2019 in a Facebook post:
","
Says North Carolina banned and criminalized ""Islamic Sharia Law""
",/factchecks/2019/may/23/facebook-posts/no-north-carolina-did-not-ban-sharia-law-or-make-p/,barely-true,"
By Samantha Putterman • May 23, 2019
"
"
Kamala Harris
",/personalities/kamala-harris/,"
stated on May 22, 2019 in an interview on CBS's ""Late Show with Stephen Colbert"":
","
""In America today, women on average are paid 80 cents on the dollar of what men are paid for the same work.""
",/factchecks/2019/may/23/kamala-harris/colbert-kamala-harris-flubs-wage-gap-statistic/,barely-true,"
By Louis Jacobson • May 23, 2019
"
"
Marcia Fudge
",/personalities/marcia-fudge/,"
stated on May 8, 2019 in a hearing:
","
Ohio ""thought that our (voting) machines were so awful we got rid of them, but South Carolina bought them. This is true. South Carolina bought all the machines we got rid of because they were not effective.""
",/factchecks/2019/may/23/marcia-fudge/election-security-hearing-marcia-fudge-misleads-ab/,false,"
By Amy Sherman • May 23, 2019
"
"
Viral image
",/personalities/viral-image/,"
stated on May 21, 2019 in a Facebook post:
","
A photograph shows Barack Obama bowing to Ayatollah Khamenei.
",/factchecks/2019/may/23/viral-image/photo-barack-obama-bowing-ayatollah-khamenei-fake/,pants-fire,"
By Ciara O'Rourke • May 23, 2019
"
"
Viral image
",/personalities/viral-image/,"
stated on May 20, 2019 in a Facebook post:
","
""How to Survive The Coming Ice Age"" was a Time magazine cover story in 1977.
 
",/factchecks/2019/may/23/viral-image/no-time-magazine-cover-didnt-tell-readers-how-surv/,false,"
By Ciara O'Rourke • May 23, 2019
"
"
Sara Meaney
",/personalities/sara-meaney/,"
stated on May 9, 2019 in a WTMJ radio appearance:
","
""Wisconsin, many people may not be aware, actually has 15,000 freshwater lakes. … More than Minnesota.""
",/factchecks/2019/may/23/sara-meaney/who-has-more-lakes-minnesota-or-wisconsin/,false,"
By Eric Litke • May 23, 2019
"
"
Kamala Harris
",/personalities/kamala-harris/,"
stated on May 20, 2019 in an interview on MSNBC:
","
On the need for independent investigations of police shootings 
",/factchecks/2019/may/23/kamala-harris/did-kamala-harris-flip-flop-independent-probes-pol/,full-flop,"
By Chris Nichols • May 23, 2019
"
"
Donald Trump
",/personalities/donald-trump/,"
stated on May 22, 2019 in a speech at the White House:
","
""Drug prices are coming down, first time in 51 years because of my administration.""
",/factchecks/2019/may/22/donald-trump/fact-checking-donald-trumps-claim-drug-prices-are-/,barely-true,"
By Shefali Luthra • May 22, 2019
"
"
Viral image
",/personalities/viral-image/,"
stated on May 12, 2019 in a Facebook post:
","
""Not one Democrat showed up to listen to border officials about the dangerous situation at our border. Not one!!! NOT ONE!""
",/factchecks/2019/may/22/viral-image/claims-democrats-didnt-attend-hearing-about-border/,false,"
By Ciara O'Rourke • May 22, 2019
"
"
Donald Trump
",/personalities/donald-trump/,"
stated on May 22, 2019 in remarks in the Rose Garden:
","
Says Pennsylvania Republican nominee for Congress Fred Keller ""was a 50-50 shot"" before his landslide victory.
",/factchecks/2019/may/22/donald-trump/no-pa-special-election-winner-was-not-50-50-race/,false,"
By Louis Jacobson • May 22, 2019
"
"
Viral image
",/personalities/viral-image/,"
stated on May 21, 2019 in a Facebook post:
","
A photo shows a Trump rally in Pennsylvania, not the Woodstock music festival.
",/factchecks/2019/may/22/viral-image/photo-woodstock-music-festival-not-trump-rally/,pants-fire,"
By Ciara O'Rourke • May 22, 2019
"
"
Viral image
",/personalities/viral-image/,"
stated on May 16, 2019 in a Facebook post:
","
""Donald Trump has been in public eye for over 30 years and he was never once accused of being racist by anyone until he decided to run against the Democrats.""
",/factchecks/2019/may/22/viral-image/donald-trump-has-faced-allegations-racism-decades/,false,"
By Ciara O'Rourke • May 22, 2019
"
"
Kirsten Gillibrand
",/personalities/kirsten-gillibrand/,"
stated on May 10, 2019 in a campaign stop:
","
""I actually in 2005 ran on Medicare for all.""

",/factchecks/2019/may/22/kirsten-gillibrand/gillibrand-points-early-support-medicare-all/,true,"
By Jill Terreri Ramos • May 22, 2019
"
"
Scott Neitzel
",/personalities/scott-neitzel/,"
stated on May 12, 2019 in a TV interview:
","
The state contributed $80 million for the new Bucks arena, but new income tax revenue from basketball events alone ""is estimated to be probably over $600 million over the life of the lease.""
",/factchecks/2019/may/22/scott-neitzel/will-wisconsin-taxpayers-get-tremendous-payback-mo/,mostly-true,"
By D.L. Davis • May 22, 2019
"
"
Donald Trump
",/personalities/donald-trump/,"
stated on May 20, 2019 in a rally in Montoursville, Pa.:
","
Says Joe Biden ""deserted you. … I guess he was born here, but he left you, folks. He left you for another state.""
",/factchecks/2019/may/21/donald-trump/donald-trump-wrong-joe-biden-abandoned-scranton/,barely-true,"
By Louis Jacobson • May 21, 2019
"
"
Donald Trump
",/personalities/donald-trump/,"
stated on April 29, 2019 in a Tweet:
","
""They didn’t even put up a fight against SALT""
",/factchecks/2019/may/21/donald-trump/trump-says-ny-didnt-fight-salt-cap/,false,"
By Jill Terreri Ramos • May 21, 2019
"
"
Facebook posts
",/personalities/facebook-posts/,"
stated on May 14, 2019 in a Facebook post:
","
Says NASA spent more than $165 million over 10 years to develop a pen that ""writes in zero gravity, upside down"" and in extreme temperatures while the ""Russians used a pencil instead.""
",/factchecks/2019/may/21/facebook-posts/no-nasa-did-not-spend-over-165-million-space-pen-w/,false,"
By Samantha Putterman • May 21, 2019
"
