name_txt,name_href,description_txt,quote_txt,quote_href,meter,footer
"
Lori Lightfoot
",/personalities/lori-lightfoot/,"
stated on March 5, 2019 in a tweet:
","
Says the percentage of officers the Chicago Police Board fired after hearing their cases or who chose to resign prior to a board hearing roughly doubled during her tenure.
",/factchecks/2019/mar/10/lori-lightfoot/fact-checking-lightfoots-record-police-discipline/,mostly-true,"
By Kiannah Sepeda-Miller • March 10, 2019
"
"
Kirsten Gillibrand
",/personalities/kirsten-gillibrand/,"
stated on February 25, 2019 in in a news conference:
","
""Almost every day another 9/11 survivor or responder dies from a 9/11-related cancer.""
",/factchecks/2019/mar/09/kirsten-gillibrand/gillibrand-highlights-911-cancer-deaths/,barely-true,"
By Jill Terreri Ramos • March 9, 2019
"
"
Greg Abbott
",/personalities/greg-abbott/,"
stated on March 4, 2019 in a press conference:
","
""On a per capita basis, Irving-Las Colinas has more Fortune 500 companies than any city in the United States of America.""
",/factchecks/2019/mar/09/greg-abbott/which-city-has-most-fortune-500-companies-capita/,mostly-true,"
By Madlin Mekelburg • March 9, 2019
"
"
Jay Inslee
",/personalities/jay-inslee/,"
stated on February 20, 2019 in an interview:
","
""The forest fires were so grotesque last year that we had the worst air in the world in Washington.""
 
",/factchecks/2019/mar/08/jay-inslee/fact-checking-presidential-candidate-jay-inslee-cl/,mostly-true,"
By Tom Kertscher • March 8, 2019
"
"
Donald Trump
",/personalities/donald-trump/,"
stated on March 5, 2019 in remarks at the White House:
","
When Congress sought documents from President Barack Obama, the White House ""didn’t do anything. They didn’t give one letter of the request. Many requests were made. They didn’t give a letter.""
",/factchecks/2019/mar/08/donald-trump/did-obamas-white-house-refuse-turn-over-any-docume/,pants-fire,"
By Louis Jacobson • March 8, 2019
"
"
Viral image
",/personalities/viral-image/,"
stated on March 6, 2019 in a Facebook post:
","
Says Winston Churchill said, ""When you’re 20, you care what everyone thinks, when you’re 40 you stop caring what everyone thinks, when you’re 60, you realize no one was ever thinking about you in the first place.""
",/factchecks/2019/mar/08/viral-image/no-winston-churchill-didnt-say-quote-about-age/,false,"
By Ciara O'Rourke • March 8, 2019
"
"
Mitch McConnell
",/personalities/mitch-mcconnell/,"
stated on February 26, 2019 in a speech:
","
Says NC absentee voters have ""no way"" to know if ballots are delivered

",/factchecks/2019/mar/07/mitch-mcconnell/mcconnell-wrong-about-tracking-absentee-ballots-nc/,barely-true,"
By Paul Specht • March 7, 2019
"
"
America First
",/personalities/america-first/,"
stated on March 1, 2019 in a tweet:
","
Says Beto O’Rourke and Sen. Kirsten Gillibrand ""have both said they would tear down the wall if elected president.""
",/factchecks/2019/mar/07/america-first/did-beto-orourke-and-kirsten-gillibrand-say-theyd-/,half-true,"
By Miriam Valverde • March 7, 2019
"
"
Phil Berger
",/personalities/phil-berger/,"
stated on February 25, 2019 in a speech:
","
""Since 2011, the gap in high school graduation rates between African-American students and all students has been cut in half, from 6.4 percent to 3.1 percent.""
",/factchecks/2019/mar/07/phil-berger/berger-correct-high-school-graduation-rates-africa/,true,"
By Bill McCarthy • March 7, 2019
"
"
Ron DeSantis
",/personalities/ron-desantis/,"
stated on March 5, 2019 in his State of the State address:
","
""I’ve already traveled to Washington, D.C., and secured a historic commitment from the Trump administration to provide assistance to the communities that Michael battered.""
",/factchecks/2019/mar/07/ron-desantis/did-florida-gov-ron-desantis-get-historic-commitme/,barely-true,"
By Amy Sherman • March 7, 2019
"
"
Facebook posts
",/personalities/facebook-posts/,"
stated on February 28, 2019 in a Facebook post:
","
An HIV-positive Cadbury worker has been arrested after contaminating products with his blood.
",/factchecks/2019/mar/07/facebook-posts/no-cadbury-products-were-not-contaminated-workers-/,pants-fire,"
By Samantha Putterman • March 7, 2019
"
