name_txt,name_href,description_txt,quote_txt,quote_href,meter,footer
"
Facebook posts
",/personalities/facebook-posts/,"
stated on February 14, 2019 in a Facebook post:
","
Quotes Mike Pence as saying that people with pre-existing conditions need ""more Jesus care,"" not health care.
 
",/factchecks/2019/feb/18/facebook-posts/no-mike-pence-never-said-people-need-jesus-care-mo/,pants-fire,"
By Samantha Putterman • February 18, 2019
"
"
Susana Mendoza
",/personalities/susana-mendoza/,"
stated on February 13, 2019 in a campaign ad:
","
Says Bill Daley, as part of former Gov. Bruce Rauner’s transition team, wrote ""the blueprint"" for record Springfield gridlock.
",/factchecks/2019/feb/17/susana-mendoza/trouble-mendozas-attempt-pin-illinois-budget-crisi/,false,"
By Kiannah Sepeda-Miller • February 17, 2019
"
"
Christopher Coyne
",/personalities/christopher-coyne/,"
stated on February 6, 2019 in speech at a public meeting in Rutland:
","
""We’re talking about a law that would allow a child to be aborted right up to the moment of birth.""
",/factchecks/2019/feb/16/christopher-coyne/would-proposed-vermont-law-allow-abortions-right-m/,barely-true,"
By Colin Meyn • February 15, 2019
"
"
Chuck McGrady
",/personalities/chuck-mcgrady/,"
stated on February 13, 2019 in a press conference:
","
Says ""nearly half"" of House Republicans have supported a nonpartisan redistricting bill.
",/factchecks/2019/feb/15/chuck-mcgrady/nc-republican-half-right-about-gop-support-redistr/,half-true,"
By Paul Specht • February 15, 2019
"
"
Viral image
",/personalities/viral-image/,"
stated on February 6, 2019 in a Facebook post:
","
Chinese workers made ""90,000 banners"" for Trump’s 2020 re-election campaign and the president chose to hire ""Chinese workers instead of American workers""
",/factchecks/2019/feb/15/viral-image/yes-trump-re-election-banners-are-being-made-china/,barely-true,"
By Samantha Putterman • February 15, 2019
"
"
Facebook posts
",/personalities/facebook-posts/,"
stated on February 12, 2019 in a Facebook post:
","
Says U.S. Rep. Alexandria Ocasio-Cortez took a ""$10 million payout from Netflix.""
",/factchecks/2019/feb/15/facebook-posts/no-netflix-did-not-pay-alexandria-ocasio-cortez-10/,false,"
By Samantha Putterman • February 15, 2019
"
"
Beto O'Rourke
",/personalities/beto-orourke/,"
stated on February 8, 2019 in a blog post:
","
When visa holders exit the United States and enter Mexico, ""if they leave through a land port of entry we literally have no clue if they are still here or have returned to their country of origin.""
",/factchecks/2019/feb/15/beto-orourke/beto-orourke-says-us-has-no-clue-when-visa-holders/,mostly-true,"
By Miriam Valverde • February 15, 2019
"
"
Facebook posts
",/personalities/facebook-posts/,"
stated on February 14, 2019 in a Facebook post:
","
Says Dr. Robert Gallo, the man who helped discover the HIV virus, confessed he was ""forced"" to ""create the HIV virus as a secret weapon to wipe out the African race.""
 
",/factchecks/2019/feb/15/facebook-posts/no-scientist-who-discovered-hiv-did-not-say-it-was/,pants-fire,"
By Samantha Putterman • February 15, 2019
"
"
Tony Evers
",/personalities/tony-evers/,"
stated on January 3, 2019 in news reports:
","
On Evers' support for a $15 minimum wage
",/factchecks/2019/feb/14/tony-evers/too-early-say-gov-evers-flipped-raising-minimum-wa/,no-flip,"
By D.L. Davis • February 14, 2019
"
"
Gavin Newsom
",/personalities/gavin-newsom/,"
stated on February 12, 2019 in a State of the State Address:
","
""More than a million Californians"" do not have ""clean water to bathe in or drink.""
",/factchecks/2019/feb/14/gavin-newsom/true-more-million-californians-dont-have-clean-dri/,true,"
By Chris Nichols • February 14, 2019
"
"
Donald Trump
",/personalities/donald-trump/,"
stated on February 13, 2019 in a speech:
","
""Violent crime is now going down for the first time in a long while.""
",/factchecks/2019/feb/14/donald-trump/donald-trump-exaggerates-when-describing-drop-viol/,barely-true,"
By Louis Jacobson • February 14, 2019
"
"
Viral image
",/personalities/viral-image/,"
stated on February 13, 2019 in a Facebook post:
","
The intersection of a rainbow and tornado is called a ""tornabow.""
",/factchecks/2019/feb/14/viral-image/no-tornabow-isnt-real-thing/,pants-fire,"
By Ciara O'Rourke • February 14, 2019
"
"
Facebook posts
",/personalities/facebook-posts/,"
stated on January 31, 2019 in a Facebook post:
","
Says Mitch McConnell's ""biggest donor"" is a ""Russian oligarch that the GOP just lifted sanctions on.""
",/factchecks/2019/feb/14/facebook-posts/fact-checking-claim-mitch-mcconnells-biggest-donor/,false,"
By Samantha Putterman • February 14, 2019
"
